;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Data Logged, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Node Name, Address, Scan Class,  System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
F,S40_TCR\FCP-17,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\FCP-23,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\S40_PLATFORM,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\S40_SKYLIGHT,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\S40_STAIRS,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV411,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV412,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV413,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV414,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV415,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV416,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV417,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV418,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV421,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV422,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV423,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV424,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV431,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV432,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV433,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV434,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV435,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV436,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV441,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV442,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV443,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV444,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV445,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S40_TCR\SV446,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S44_TCH,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,S50_TCR,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Tag Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,C59\C55DCLOSS,C59 24VDC POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55DCLOSS,F,,,,,,
D,C59\C55EPWR,C55 INVERTER TROUBLE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55EPWR,F,,,,,,
D,C59\C55FIRESUM,C55 FIRE SUMMARY,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55FIRESUM,F,,,,,,
D,C59\C55MTEL,C55 MAINTENANCE PHONE TROUBLE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55MTEL,F,,,,,,
D,C59\C55MTELAL,C55 ET PHONE SYSTEM TROUBLE ,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55MTELAL,F,,,,,,
D,C59\C55PABX,C55 PABX TROUBLE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55PABX,F,,,,,,
D,C59\C55YARDTRIPLOSS,C55 YARD TRIP SYSTEM POWER FAILURE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55YARDTRIPLOSS,F,,,,,,
D,C59\C55YET,C55 YARD EMERGENCY TRIP,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C55YET,F,,,,,,
D,C59\C59120EPL,C59 120V AC EMERG CNTR PWR LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C59120EPL,F,,,,,,
D,C59\C59120NPL,C59 120V AC NORMAL CNTR PWR LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C59120NPL,F,,,,,,
D,C59\C59480NPL,C59 480V AC NORMAL CNTR PWR LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C59480NPL,F,,,,,,
D,C59\C59CPLYD,C59 YARD CONTROL POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C59CPLYD,F,,,,,,
D,C59\C59DSYSD,C59 125V DC SYS GND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,C59,C59DSYSD,F,,,,,,
D,S06_CPS\A01\I_C,CPS 4.16 KV BREAKER 52-A1 CLOSE IND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_01,F,,,,,,
D,S06_CPS\A01\I_T,CPS 4.16 KV BREAKER 52-A1 TRIP  IND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_02,F,,,,,,
D,S06_CPS\A01\O_C,CPS 4.16 KV BREAKER 52-A1 CLOSE CMD,F,D,*,F,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]EBP_CPS_AC_DO_01,F,,,,,,
D,S06_CPS\A01\O_T,CPS 4.16 KV BREAKER 52-A1 TRIP  CMD,F,D,*,F,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]EBP_CPS_AC_DO_02,F,,,,,,
D,S06_CPS\A02\I_C,CPS 4.16 KV BREAKER 52-A2 CLOSE IND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_03,F,,,,,,
D,S06_CPS\A02\I_T,CPS 4.16 KV BREAKER 52-A2 TRIP  IND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_04,F,,,,,,
D,S06_CPS\A02\O_C,CPS 4.16 KV BREAKER 52-A2 CLOSE CMD,F,D,*,F,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]EBP_CPS_AC_DO_03,F,,,,,,
D,S06_CPS\A02\O_T,CPS 4.16 KV BREAKER 52-A2 TRIP  CMD,F,D,*,F,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]EBP_CPS_AC_DO_04,F,,,,,,
D,S06_CPS\A03\I_C,CPS 4.16 KV BREAKER 52-A3 CLOSE IND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_05,F,,,,,,
D,S06_CPS\A03\I_T,CPS 4.16 KV BREAKER 52-A3 TRIP  IND,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_06,F,,,,,,
D,S06_CPS\A03\O_C,CPS 4.16 KV BREAKER 52-A3 CLOSE CMD,F,D,*,F,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]EBP_CPS_AC_DO_05,F,,,,,,
D,S06_CPS\A03\O_T,CPS 4.16 KV BREAKER 52-A3 TRIP  CMD,F,D,*,F,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]EBP_CPS_AC_DO_06,F,,,,,,
D,S06_CPS\CPS_AC_DI_07,CPS 4.16 KV CIRCUIT BREAKER 52-A1 UNDERVOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_07,F,,,,,,
D,S06_CPS\CPS_AC_DI_08,CPS 4.16 KV CIRCUIT BREAKER 52-A1 OVERCURRENT,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_08,F,,,,,,
D,S06_CPS\CPS_AC_DI_09,CPS 4.16 KV CIRCUIT BREAKER 52-A2 UNDERVOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_09,F,,,,,,
D,S06_CPS\CPS_AC_DI_10,CPS 4.16 KV CIRCUIT BREAKER 52-A2 OVERCURRENT,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_10,F,,,,,,
D,S06_CPS\CPS_AC_DI_11,CPS 4.16 KV CIRCUIT BREAKER 52-A3 UNDERVOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_11,F,,,,,,
D,S06_CPS\CPS_AC_DI_12,CPS 4.16 KV CIRCUIT BREAKER 52-A3 OVERCURRENT,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_12,F,,,,,,
D,S06_CPS\CPS_AC_DI_13,CPS 4.16 KV AUTO TRANSFER INITIATED ,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_13,F,,,,,,
D,S06_CPS\CPS_AC_DI_14,CPS 4.16 KV ATS-PLC FAILURE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_14,F,,,,,,
D,S06_CPS\CPS_AC_DI_15,CPS 4.16KV ATS-PLC PRI COMM LINK FAIL-4.16k ATS PLC HSBY FAIL,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_15,F,,,,,,
D,S06_CPS\CPS_AC_DI_16,CPS 4.16KV ATS-PLC SEC COMM LINK FAIL-4.16k ATS PLC HSBY REMOTE IO FAIL,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_16,F,,,,,,
D,S06_CPS\CPS_AC_DI_17,"CPS 4.16 KV CIRCUIT BREAKER 52-A1, 86-1 LOCKOUT ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_17,F,,,,,,
D,S06_CPS\CPS_AC_DI_18,"CPS 4.16 KV CIRCUIT BREAKER 52-A2, 86-2 LOCKOUT ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_18,F,,,,,,
D,S06_CPS\CPS_AC_DI_19,"CPS 4.16 KV CIRCUIT BREAKER 52-A3, 86-3 LOCKOUT ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_19,F,,,,,,
D,S06_CPS\CPS_AC_DI_20,CPS TRANSFORMER X2 DIFFERENTIAL CURRENT (T87),F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_20,F,,,,,,
D,S06_CPS\CPS_AC_DI_21,CPS 4.16KV TIE CABLE ENERGIZED,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_21,F,,,,,,
D,S06_CPS\CPS_AC_DI_24,CPS 12 KV CIRCUIT BREAKER 152-U1 UNDERVOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_24,F,,,,,,
D,S06_CPS\CPS_AC_DI_25,CPS 12 KV CIRCUIT BREAKER 152-U1 OVERCURRENT,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_25,F,,,,,,
D,S06_CPS\CPS_AC_DI_26,CPS 12 KV CIRCUIT BREAKER 152-U1 OVER VOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_26,F,,,,,,
D,S06_CPS\CPS_AC_DI_27,CPS 12 KV CIRCUIT BREAKER 152-U1 PHASE CURRENT UNBALANCE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_27,F,,,,,,
D,S06_CPS\CPS_AC_DI_30,CPS 12 KV CIRCUIT BREAKER 152-U2 UNDERVOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_30,F,,,,,,
D,S06_CPS\CPS_AC_DI_31,CPS 12 KV CIRCUIT BREAKER 152-U2 OVERCURRENT,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_31,F,,,,,,
D,S06_CPS\CPS_AC_DI_32,CPS 12 KV CIRCUIT BREAKER 152-U2 OVER VOLTAGE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_32,F,,,,,,
D,S06_CPS\CPS_AC_DI_33,CPS 12 KV CIRCUIT BREAKER 152-U2 PHASE CURRENT UNBALANCE,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_33,F,,,,,,
D,S06_CPS\CPS_AC_DI_34,CPS 12 KV CIRCUIT BREAKER 152-U1 86 LOCKOUT ACTIVATED,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_34,F,,,,,,
D,S06_CPS\CPS_AC_DI_35,CPS 12 KV CIRCUIT BREAKER 152-U2 86 LOCKOUT ACTIVATED,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_35,F,,,,,,
D,S06_CPS\CPS_AC_DI_44,CPS FREMONT SUBWAY S1 TRACK (N)  EMERG TRIP POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_44,F,,,,,,
D,S06_CPS\CPS_AC_DI_45,CPS FREMONT SUBWAY S1 TRACK (S) EMERG TRIP POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_45,F,,,,,,
D,S06_CPS\CPS_AC_DI_46,CPS FREMONT SUBWAY S2 TRACK (N)  EMERG TRIP POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_46,F,,,,,,
D,S06_CPS\CPS_AC_DI_47,CPS FREMONT SUBWAY S2 TRACK (S) EMERG TRIP POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_47,F,,,,,,
D,S06_CPS\CPS_AC_DI_48,CPS FREMONT SUBWAY S1 TRACK (N) LIGHT POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_48,F,,,,,,
D,S06_CPS\CPS_AC_DI_49,CPS FREMONT SUBWAY S1 TRACK (S) LIGHT POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_49,F,,,,,,
D,S06_CPS\CPS_AC_DI_50,CPS FREMONT SUBWAY S2 TRACK (N) LIGHT POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_50,F,,,,,,
D,S06_CPS\CPS_AC_DI_51,CPS FREMONT SUBWAY S2 TRACK (S) LIGHT POWER LOSS,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_51,F,,,,,,
D,S06_CPS\CPS_AC_DI_68,CPS 4.16 KV ATS-PLC AUTO MODE SELECTED,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_68,F,,,,,,
D,S06_CPS\CPS_AC_DI_69,CPS 4.16 KV ATS-PLC MANUAL MODE SELECTED,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_AC_DI_69,F,,,,,,
D,S06_CPS\CPS_BDA_DI_01,CPS Bi-Directional Radio Amplifier Trouble,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_BDA_DI_01,F,,,,,,
D,S06_CPS\CPS_DC_DI_01,CPS 125 VDC BATTERY SUPPLYING POWER ,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_DC_DI_01,F,,,,,,
D,S06_CPS\CPS_DC_DI_02,CPS 125 VDC BATTERY TROUBLE  ,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_DC_DI_02,F,,,,,,
D,S06_CPS\CPS_DC_DI_04,CPS 125 VDC BATTERY SYSTEM VOLTAGE PROBLEM,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_DC_DI_04,F,,,,,,
D,S06_CPS\CPS_DC_DI_05,CPS 125 VDC LOSS OF BATTERY AIR FLOW,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_DC_DI_05,F,,,,,,
D,S06_CPS\CPS_DC_DI_06,CPS 125 VDC GROUND FAULT DETECTED,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_DC_DI_06,F,,,,,,
D,S06_CPS\CPS_EF_DI_01,CPS BATTERY ROOM FAN OFF,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_EF_DI_01,F,,,,,,
D,S06_CPS\CPS_ETP_DI_01,CPS 2411 SEL ETP TROUBLE ALARM,F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]CPS_ETP_DI_01,F,,,,,,
D,S06_CPS\CPS_ETS_DI_01,"CPS FREMONT SUBWAY BLS ETS S1, S001 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_01.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_02,"CPS FREMONT SUBWAY BLS ETS S2, S002 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_02.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_03,"CPS FREMONT SUBWAY BLS ETS S1, S003 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_03.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_04,"CPS FREMONT SUBWAY BLS ETS S2, S004 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_04.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_05,"CPS FREMONT SUBWAY  BLS ETS S1, S005 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_05.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_06,"CPS FREMONT SUBWAY  BLS ETS S2, S006 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_06.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_07,"CPS FREMONT SUBWAY  BLS ETS S1, S007 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_07.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_08,"CPS FREMONT SUBWAY  BLS ETS S2, S008 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_08.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_09,"CPS FREMONT SUBWAY  BLS ETS S1, S009 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_09.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_10,"CPS FREMONT SUBWAY  BLS ETS S2, S010 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_10.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_11,"CPS FREMONT SUBWAY  BLS ETS S1, S011 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_11.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_12,"CPS FREMONT SUBWAY  BLS ETS S2, S012 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_12.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_13,"CPS FREMONT SUBWAY  BLS ETS S1, S013 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_13.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_14,"CPS FREMONT SUBWAY  BLS ETS S2, S014 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_14.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_15,"CPS FREMONT SUBWAY BLS ETS S1, S015 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_15.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_16,"CPS FREMONT SUBWAY BLS ETS S2, S016 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_16.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_17,"CPS FREMONT SUBWAY  BLS ETS S1, S017 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_17.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_18,"CPS FREMONT SUBWAY  BLS ETS S2, S018 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_18.AlarmActive,F,,,,,,
D,S06_CPS\CPS_ETS_DI_19,"CPS FREMONT SUBWAY  BLS ETS S1, S019 ACTIVATED",F,D,*,T,F,,,,,,,,,,OFF,ON,OFF,,,S06_CPS,[S06_CPS]ALM_CPS_ETS_DI_19.AlarmActive,F,,,,,,
